x
","
y
-1.206800967166254,2.4558346727460094
-1.2468464062106823,2.4515787427619586
-1.3260795793121658,2.442912413044326
-1.4428218761892333,2.4295322322814292
-1.594644598581601,2.41099787429334
-1.778465912718311,2.3867543949504815
-1.9906741014134421,2.3561559872788096
-2.227273016228453,2.318487395657487
-2.484016695587797,2.273005664226373
-2.75655845636857,2.2189721083001706
-3.040576745520799,2.155688633983913
-3.3318894926014626,2.0825341742054237
-3.6265473336048104,1.99900458948934
-3.920885973765791,1.9047470337196186
-4.2115730986706374,1.7995919654861536
-4.495601521365253,1.6835821551569943
-4.77028723003826,1.5569861438787642
-5.033228960874191,1.4203137328572162
-5.282270386542417,1.2743134706964419
-5.515438753043121,1.1199609904636263
-5.7309042192183535,0.9584340926314021
-5.92691681250151,0.7910779805868933
-6.101752844281413,0.6193615290368234
-6.253684282834357,0.4448269250609186
-6.380931423137993,0.269036777666346
-6.481644757376113,0.09352265472475124
-6.553884827389309,-0.08026017593364929
-6.595636746394709,-0.25097266228991616
-6.604826432657426,-0.4174172052585185
-6.579379867687963,-0.5785537379537672
-6.517312158880898,-0.7335041837535305
-6.416853448597539,-0.8815465286926626
-6.2766013783995405,-1.0221036833952548
-6.095721025677596,-1.1547262008163193
-5.87415349468819,-1.2790772945944717
-5.612842601675402,-1.3949161339574743
-5.313947317521108,-1.502084360499291
-4.98100150926196,-1.600498574162568
-4.619045162869942,-1.6901435270044287
-4.2346528523118625,-1.7710697005212437
-3.8358756109808363,-1.8433901507177586
-3.4320819877781354,-1.9072787423055242
-3.033686225595597,-1.9629638859563858
-2.6517815695210496,-2.01071874383829
-2.297684153970493,-2.0508435371163642
-1.982442624527839,-2.083655010223703
-1.716301698753195,-2.1094609299593046
-1.5081912628797909,-2.1285396218818176
-1.36526362394394,-2.14112033644999
-1.2925169728826948,-2.147369407902778
