x,y
-5.622041508224948,3.055942681344115
-5.610403789789503,3.059808767415075
-5.58731927065221,3.067457477431407
-5.553162128775342,3.0787262161547546
-5.508471033934571,3.0933811130050763
-5.453923884928007,3.1111298210891913
-5.390309030910817,3.1316343370271977
-5.318490313917238,3.1545275682391534
-5.239371181041407,3.1794297929866833
-5.1538591190619005,3.2059623517964635
-5.062834795035856,3.233762065896141
-4.967124190716278,3.262492382089106
-4.86747793545014,3.2918514746951737
-4.7645575978022165,3.321575759007399
-4.658928294582342,3.351442472427673
-4.551057754571672,3.381267007780896
-4.441323534807888,3.4109004382040444
-4.330018994559025,3.4402237816568593
-4.217366205954156,3.4691407049930287
-4.103527491389176,3.497572760228044
-3.988617737184984,3.5254524331562846
-3.872716341816649,3.552718471461661
-3.755874741370673,3.579313209750397
-3.6381229608800747,3.605179274772479
-3.519476988791917,3.630258934082446
-3.3999402182551623,3.6544953322389855
-3.2795077903886796,3.677831596266549
-3.1581687559557965,3.7002152604043177
-3.035904742844397,3.721598115541444
-2.9126933425143857,3.741939148992603
-2.788512869379933,3.761205503632495
-2.6633328278444197,3.779373497715596
-2.537122224935671,3.7964280562758077
-2.409845720255616,3.8123619095462153
-2.2814655338661516,3.827176071603276
-2.151938326291669,3.8408747916262174
-2.021214762878372,3.8534649807631722
-1.889240029925103,3.8649528326576372
-1.7559502669828253,3.87534034973022
-1.6212743487532626,3.8846228826047713
-1.4851295978981733,3.8927861013694893
-1.3474229256138397,3.8998039848094272
-1.2080498439021377,3.9056379290441487
-1.0668949384706312,3.9102340862409632
-0.9238304382926732,3.913524098055274
-0.7787196524989083,3.915427447998859
-0.6314170541319565,3.9158507281298593
-0.4817726156792729,3.914691696642708
-0.32963584254497097,3.9118425753191155
-0.17486277730487892,3.9071939370609283
-0.017325273410416973,3.9006405038536447
0.14307830979485786,3.8920864843105623
0.3064139941599076,3.881447746651478
0.4726906524040671,3.8686603449227284
0.6418486891763696,3.8536835714195585
0.8137455976909627,3.836501945904787
0.9881470237249683,3.817127346877666
1.1647232324374288,3.795596618815709
1.343051751498098,3.7719687127590933
1.522627950760664,3.7463193643904216
1.7028886913218322,3.718731432753082
1.8832383267039972,3.6892870965092714
2.0630871092976726,3.6580542181228086
2.2418896809582662,3.625075321826242
2.4191874821900203,3.5903552259518694
2.594644288443587,3.553850469607601
2.76807405717118,3.5154615530949496
2.9394578570165675,3.4750290898023626
3.1089440762792218,3.432332153248132
3.2768315548749722,3.3870954398106443
3.443538649078069,3.3389994070662503
3.6095555341248193,3.2876951359190985
3.7753877532294045,3.2328227928554023
3.94149350383541,3.17403377254982
4.108220995750665,3.111013839568494
4.275754024641832,3.04350231330291
4.444068905757157,2.9713084638773606
4.612908488625175,2.8943240807028423
4.781779620230866,2.8125268456799466
4.949965073789881,2.7259773887513834
5.116562806938652,2.634808856713586
5.280538543488327,2.5392104578774117
5.440789245483963,2.4394074539210995
5.596214785144691,2.3356393474154085
5.745785707010762,2.2281383370463286
5.888601586512148,2.1171130660063198
6.023940718358322,2.0027388701565867
6.151292200609768,1.8851545519114188
6.270359254656924,1.7644664170352722
6.381062108494784,1.640762310287782
6.483511385225175,1.5141259906666735
6.577975720915746,1.3846575404611468
6.664838118993862,1.2524955307683519
6.744551391533431,1.1178331528143943
6.8175930941780996,0.9809307362271436
6.884426176978986,0.8421232668384833
6.945467457227839,0.7018192061515625
7.001059953052029,0.5604923449147144
7.0514589534736745,0.418666156915081
7.096824813308701,0.2768965661896034
7.137215159748679,0.13574442309787157
7.172597795138934,-0.004243087916198622
7.202855625170072,-0.14255873712802025
7.227796177426796,-0.2787531195848232
7.247167029366595,-0.4124506448016037
7.260671041968531,-0.5433591478238453
7.267973412661848,-0.6712749035317056
7.268726326996411,-0.796079163431014
7.26258038304878,-0.917731588606212
7.249193340275875,-1.0362570383463707
7.22825751305767,-1.1517337510070667
7.199508114332239,-1.2642749156198112
7.162738429302157,-1.37400969235198
7.117810722791353,-1.4810683979781356
7.064668494488898,-1.585567998011646
7.003343257074713,-1.687600765857658
6.933959436763631,-1.787228306480325
6.85673384304466,-1.8844772860690107
6.771975498209122,-1.9793406509987728
6.680077010257595,-2.071780206110079
6.581506104345939,-2.1617317988039875
6.476791720453248,-2.2491122663589866
6.366511543347605,-2.333825415877039
6.251274975075177,-2.4157680722018737
6.131706807859331,-2.494834419497406
6.008429410554819,-2.5709195126425515
5.882044600876728,-2.643923084558169
5.753117744207573,-2.7137497370883272
5.622161229318947,-2.7803110854830497
5.489618882881905,-2.8435263114801828
5.355852863684493,-2.903325121869809
